code,name,department_code
ADM0002,ESTUDOS E PESQUISAS EM ADMINISTRAÇÃO,327
ADM0003,TÓPICOS CONTEMPORÂNEOS EM ESTRATÉGIA,327
ADM0004,TÓPICOS CONTEMPORÂNEOS EM INOVAÇÃO,327
ADM0006,GESTÃO DE MARCAS,327
ADM0008,MARKETING SOCIALMENTE RESPONSÁVEL,327
ADM0009,MARKETING DE SERVIÇOS,327
ADM0010,MARKETING DIGITAL,327
ADM0012,ADMINISTRAÇÃO DE CUSTOS,327
ADM0014,ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL,327
ADM0015,"ESTADO, GOVERNO E SOCIEDADE",327
ADM0017,GESTÃO DE COMPRAS PÚBLICAS,327
ADM0020,TÓPICOS EM GESTÃO DA TECNOLOGIA,327
ADM0021,SOCIOLOGIA APLICADA À ADMINISTRAÇÃO,327
ADM0023,INTRODUÇÃO À ADMINISTRAÇÃO,327
ADM0035,ANÁLISE DE DECISÕES 1,327
ADM0037,"ESTADO, GOVERNO E MERCADO",327
ADM0038,O PÚBLICO E O PRIVADO NA GESTÃO PÚBLICA,327
ADM0039,DESENVOLVIMENTO E MUDANÇAS NO ESTADO BRASILEIRO,327
ADM0040,POLÍTICAS PÚBLICAS,327
ADM0041,GESTÃO DE PESSOAS EM ORGANIZAÇÕES,327
ADM0047,MÉTODOS E MODELOS QUANTITATIVOS DE DECISÃO 1,327
ADM0052,FINANÇAS 1,327
ADM0061,LOGÍSTICA ORGANIZACIONAL,327
ADM0064,ADMINISTRAÇÃO DE MARKETING,327
ADM0068,MERCADO FINANCEIRO E DE CAPITAIS,327
ADM0087,GESTÃO DE FINANÇAS PESSOAIS,327
ADM0092,ADMINISTRAÇÃO DA PRODUÇÃO E OPERAÇÕES,327
ADM0150,CRIACAO DE NEGOCIOS,327
ADM0157,ESTRATÉGIA ORGANIZACIONAL,327
ADM0162,GESTÃO DA INOVAÇÃO,327
ADM0187,MICROECONOMIA APLICADA,327
ADM0190,MACROECONOMIA APLICADA,327
ADM0192,CALCULO FINANCEIRO,327
ADM0198,METODOLOGIA CIENTÍFICA APLICADA,327
ADM0214,INTRODUÇÃO A TEORIAS ORGANIZACIONAIS,327
ADM0219,ANÁLISE DECISÓRIA EM PROJETOS,327
ADM0228,ANALISE INSTITUCIONAL,327
ADM0231,COMPORTAMENTO ORGANIZACIONAL,327
ADM0241,PESQUISA DE MARKETING,327
ADM0244,GESTÃO DE VENDAS,327
ADM0258,GESTÃO DE DESEMPENHO,327
ADM0270,OFICINA DE PRODUTOS E PROJETOS,327
ADM0273,PROJETO DE PESQUISA EM ADMINISTRAÇÃO,327
ADM0297,ELABORAÇÃO DE TRABALHO DE CURSO,327
ADM0298,ADMINISTRAÇÃO DE SISTEMAS DE INFORMAÇÃO,327
ADM0300,COMPORTAMENTO DO CONSUMIDOR,327
ADM0301,FINANÇAS 2,327
ADM0303,GESTÃO DE PROCESSOS,327
ADM0304,GESTÃO DE RESPONSABILIDADE SOCIOAMBIENTAL,327
ADM0306,MARKETING DE RELACIONAMENTO,327
ADM0307,MÉTODOS E MODELOS QUANTITATIVOS DE DECISÃO 2,327
ADM0308,NEGOCIAÇÃO,327
ADM0311,TÓPICOS CONTEMPORÂNEOS EM FINANÇAS,327
ADM0313,"TÓPICOS CONTEMPORÂNEOS EM PRODUÇÃO, LOGÍSTICA E GESTÃO DA INFORMAÇÃO",327
ADM0315,TÓPICOS CONTEMPORÂNEOS EM ADMINISTRAÇÃO 1,327
ADM0316,TÓPICOS CONTEMPORÂNEOS EM ADMINISTRAÇÃO 2,327
ADM0317,ADMINISTRAÇÃO DA QUALIDADE,327
ADM0318,INTERNACIONALIZAÇÃO DE EMPRESAS E GESTÃO DE NEGÓCIOS,327
ADM0320,"ANÁLISE ORGANIZACIONAL, SISTEMAS E MÉTODOS",327
ADM0321,ABORDAGENS CRÍTICAS AO ESTUDO DE ORGANIZAÇÕES,327
ADM0322,CRIATIVIDADE E INOVAÇÃO NAS ORGANIZAÇÕES,327
ADM0366,GESTÃO DE TELETRABALHO,327
ADM0367,LGBT NAS ORGANIZAÇÕES,327
BIOANI0290,TÓPICOS EM IMUNOLOGIA TUMORAL,1491
BIOMOL0072,SEMINÁRIOS EM BIOLOGIA MOLECULAR 2,1488
BIOMOL0073,SEMINÁRIOS EM BIOLOGIA MOLECULAR 3,1488
BIOMOL0074,SEMINÁRIOS EM BIOLOGIA MOLECULAR 4,1488
BOT0004,INTRODUCAO A ANATOMIA VEGETAL,455
BOT0006,ANATOMIA DAS MADEIRAS,455
BOT0008,FISIOLOGIA VEGETAL,455
BOT0013,ESTAGIO EM BOTANICA,455
BOT0015,BOTANICA EVOLUTIVA,455
BOT0017,CULTURA DE TECIDOS DE PLANTAS,455
BOT0020,MORFOLOGIA E TAXONOMIA DAS CRIPTOGAMAS,455
BOT0026,ESTAGIO EM ESTRUTURA MACRO E MICROSCOPICA DA MADEIRA,455
BOT0032,PESQUISA EM FISIOLOGIA VEGETAL,455
BOT0035,ESTAGIO EM TECNICAS DE HERBARIO,455
BOT0044,ORGANOGRAFIA E SISTEMÁTICA FANEROFÍTICA,455
BOT0046,VEGETACAO DO CERRADO,455
BOT0050,BIOLOGIA REPRODUTIVA E POLINIZAÇÃO DE ANGIOSPERMAS,455
BOT0058,BOTÂNICA EM CAMPO,455
BOT0071,METABOLISMO E DESENVOLVIMENTO VEGETAL,455
BOT0073,TÓPICOS EM BOTÂNICA 2,455
BOT0075,PESQUISA EM BOTÂNICA,455
BOT0077,TÓPICOS EM BOTÂNICA 1,455
BOT0078,DIVERSIDADE VEGETAL,455
CBH0002,BIOÉTICA E BIOTECNOCIÊNCIAS,1448
CBH0004,BIOÉTICA E SAÚDE PÚBLICA,1448
CCA0002,CUSTOS APLICADOS AO SETOR PÚBLICO,333
CCA0003,MANAGEMENT ACCOUNTING AND CONTROL SYSTEMS,333
CCA0004,AVALIAÇÃO DE EMPRESAS,333
CCA0005,FINANÇAS COMPORTAMENTAIS,333
CCA0007,TÓPICOS CONTEMPORÂNEOS EM CONTABILIDADE PÚBLICA,333
CCA0009,GOVERNANÇA APLICADA AO SETOR PÚBLICO,333
CCA0011,GESTÃO E PRESTAÇÃO DE CONTAS NO TERCEIRO SETOR,333
CCA0012,TEORIA DOS JOGOS APLICADA À GESTÃO,333
CCA0015,CONTABILIDADE GERAL 1,333
CCA0018,CUSTOS,333
CCA0021,ANÁLISE ECONÔMICO-FINANCEIRA 1,333
CCA0024,AUDITORIA 1,333
CCA0026,AUDITORIA 2,333
CCA0029,CONTABILIDADE COMERCIAL,333
CCA0030,TEORIA ECONÔMICA DE TRIBUTAÇÃO E CONJUNTURA,333
CCA0031,CRIMES CONTRA A ORDEM TRIBUTÁRIA E LAVAGEM DE DINHEIRO,333
CCA0032,TÓPICOS ESPECIAIS EM PLANEJAMENTO TRIBUTÁRIO,333
CCA0033,LEGISLAÇÃO DE TRIBUTOS FEDERAIS I (IPI) – 15 HORAS,333
CCA0034,LEGISLAÇÃO ESTADUAL E MUNICIPAL (ICMS E ISS),333
CCA0035,AUDITORIA FISCAL,333
CCA0036,PROCESSO ADMINISTRATIVO FISCAL E IMPOSTOS ESTADUAIS E MUNICIPAIS,333
CCA0037,CUSTOS E FORMAÇÃO DE PREÇO DE VENDA,333
CCA0038,CONTABILIDADE EMPRESARIAL,333
CCA0040,IMPOSTOS SOBRE OPERAÇÕES FINANCEIRAS,333
CCA0041,MATEMÁTICA FINANCEIRA PARA FINS TRIBUTÁRIOS,333
CCA0042,METODOLOGIA DO TRABALHO CIÊNTIFICO,333
CCA0043,CONTABILIDADE E LEGISLAÇÃO PREVIDENCIÁRIA,333
CCA0044,"LEGISLAÇÃO DE TRIBUTOS FEDERAIS II (COFINS, PIS/PASEP)",333
CCA0045,LEGISLAÇÃO DE TRIBUTOS FEDERAIS III (CSLL E IRPJ),333
CCA0046,ESTATÍSTICA BÁSICA,333
CCA0048,INTRODUÇÃO A MODALIDADE EAD,333
CCA0049,PLANEJAMENTO ESTRATÉGICO GOVERNAMENTAL,333
CCA0050,3.	GOVERNANÇA E GESTÃO DE RISCOS,333
CCA0051,ESTÁGIO EM CIÊNCIAS CONTÁBEIS,333
CCA0052,RESPONSABILIDADE FISCAL,333
CCA0053,LICITAÇÃO E CONTRATOS GOVERNAMENTAIS,333
CCA0056,AVALIAÇÃO DE PROJETOS DE INVESTIMENTO,333
CCA0061,CONTABILIDADE FISCAL,333
CCA0067,PROGRAMACAO FISCAL E FINANCEIRA,333
CCA0069,SISTEMAS DE INFORMACOES CONTABEIS,333
CCA0070,ORÇAMENTO PÚBLICO,333
CCA0074,ANÁLISE ECONÔMICO-FINANCEIRA 2,333
CCA0076,LEGISLACAO COMERCIAL,333
CCA0077,CONTABILIDADE GERAL 2,333
CCA0079,CONTABILIDADE GERAL 2,333
CCA0081,TEORIA CONTABIL,333
CCA0085,CONTABILIDADE DE COMPANHIAS ABERTAS,333
CCA0087,TOPICOS CONTEMPORANEOS EM CONTABILIDADE,333
CCA0089,ANALISE DA LIQUIDEZ,333
CCA0091,EXECUCAO DA GESTAO PUBLICA,333
CCA0093,ETICA PROFISSIONAL EM CIENCIAS CONTABEIS,333
CCA0099,CONTROLE E AVALIACAO DA GESTAO PUBLICA,333
CCA0103,INTRODUÇÃO À CONTABILIDADE,333
CCA0107,LABORATORIO CONTABIL,333
CCA0109,PESQUISA EM CIÊNCIAS CONTÁBEIS,333
CCA0111,METODOLOGIA DA PESQUISA EM CIÊNCIAS CONTÁBEIS,333
CCA0124,COMÉRCIO EXTERIOR,333
CCA0126,FINANÇAS PESSOAIS,333
CCA0127,PERÍCIA CONTÁBIL,333
CCA0153,MATEMÁTICA FINANCEIRA APLICADA ÀS CIÊNCIAS CONTÁBEIS,333
CCA0157,CONTABILIDADE DE MICRO E PEQUENOS EMPREENDIMENTOS,333
CCA0175,FINANÇAS CORPORATIVAS 1,333
CCA0179,CONTABILIDADE EMPRESARIAL,333
CCA0183,MÉTODOS QUANTITATIVOS APLICADOS ÀS CIÊNCIAS CONTÁBEIS,333
CDS0001,PLANEJAMENTO E AVALIAÇÃO SOCIOAMBIENTAL,640
CDS0004,AGRICULTURA E MEIO AMBIENTE,640
CDS0007,INTRODUÇÃO AO DESENVOLVIMENTO SUSTENTÁVEL,640
CDS0008,"MEIO AMBIENTE, CULTURA E SOCIEDADE",640
CDS0010,TRABALHO INTERDISCIPLINAR INTEGRADO 1,640
CDS0011,SISTEMAS SOCIOAMBIENTAIS E COMPLEXIDADE,640
CDS0012,POLÍTICAS PÚBLICAS E MEIO AMBIENTE,640
CDS0013,POPULAÇÃO E MEIO AMBIENTE,640
CDS0014,TEORIAS DO DESENVOLVIMENTO,640
CDS0015,INDICADORES DE DESENVOLVIMENTO SUSTENTÁVEL,640
CDS0016,EDUCAÇÃO E MEIO AMBIENTE,640
CDS0019,PRÁTICA DE PESQUISA 1,640
CDS0032,ESTUDOS DOS SISTEMAS AGRÁRIOS,640
CDS0035,COMUNICAÇÃO SOCIOAMBIENTAL,640
CDT1101,TECNOLOGIA SOCIAL E INOVAÇÃO,643
CEL0001,ENGENHARIA GENÉTICA,455
CEL0002,TECNOLOGIA ENZIMÁTICA,455
CEL0003,MICROBIOLOGIA APLICADA,455
CEL0004,EMPREENDEDORISMO E ANÁLISE DE MERCADO EM BIOTECNOLOGIA,455
CEL0005,BIOSSEGURANÇA,455
CEL0006,BOAS PRÁTICAS DE LABORATÓRIO E DE FABRICAÇÃO,455
CEL0007,ESTÁGIO PROFISSIONAL EM BIOTECNOLOGIA,455
CEL0008,IMUNOLOGIA APLICADA,455
CEL0009,REDAÇÃO CIENTÍFICA,455
CEL0011,TECNOLOGIA DE BIOPROCESSOS E FERMENTAÇÃO,455
CEL0012,"LEGISLAÇÃO, PATENTES E PROPRIEDADE INTELECTUAL",455
CEL0013,ELABORAÇÃO DE PROJETOS BIOTECNOLÓGICOS,455
CEL0017,BIOQUÍMICA E BIOFÍSICA MÉDICA,402
CEL0023,BIOFISICA,455
CEL0025,IMUNOLOGIA GERAL,455
CEL0033,ESTAGIO SUPERVISIONADO EM BIOLOGIA MOLECULAR,455
CEL0042,TOPICOS EM BIOQUIMICA 1,455
CEL0050,MICROBIOLOGIA BASICA,455
CEL0052,METODOS EM BIOLOGIA 2,455
CEL0054,BIOQUIMICA FUNDAMENTAL,455
CEL0056,TOPICOS EM BIOQUIMICA 2,455
CEL0058,TOPICOS EM BIOLOGIA CELULAR,455
CEL0060,TOPICOS EM BIOLOGIA MOLECULAR,455
CEL0062,METABOLISMO CELULAR,455
CEL0066,ORIENTACAO PARA O ESTUDO DA BIOLOGIA QUANTITATIVA,455
CEL0067,BIOQUÍMICA,455
CEL0072,PESQUISA EM BIOLOGIA MOLECULAR,455
CEL0074,PESQUISA EM BIOFISICA,455
CEL0076,PESQUISA EM MICROBIOLOGIA,455
CEL0077,BIOQUIMICA ANIMAL,455
CEL0079,FUNDAMENTOS DE MICROBIOLOGIA MÉDICA,455
CEL0081,VIROLOGIA GERAL COMPARADA,455
CEL0082,BIOQUIMICA E BIOFISICA,455
CEL0083,BIOQUIMICA E BIOFISICA EXPERIMENTAL,455
CEL0087,ENOVELAMENTO DE PROTEINAS,455
CEL0088,BIOLOGIA GERAL,455
CEL0089,CITOLOGIA,455
CEL0091,INTRODUÇÃO A BIOTECNOLOGIA,455
CEL0093,ESTÁGIO SUPERVISIONADO EM BIOQUÍMICA,455
CEL0095,BIOLOGIA MOLECULAR,455
CEL0098,PESQUISA EM IMUNOLOGIA,455
CEL0101,TECNICAS EM BIOLOGIA ESTRUTURAL,455
CEL0105,ESTAGIO EM BIOLOGIA ESTRUTURAL,455
CEL0107,ESTAGIO SUPERVISIONADO EM IMUNOLOGIA,455
CEL0109,ESTAGIO SUPERVISIONADO EM VIROLOGIA,455
CEL0110,IMUNOLOGIA,455
CEL0111,MICROBIOLOGIA,455
CEL0118,TÓPICOS EM MICROBIOLOGIA,455
CEL0120,BIOINFORMÁTICA,455
CEL0121,INSTRUMENTAÇÃO CIENTÍFICA EM BIOLOGIA,455
CEL0122,METABOLISMO E REGULAÇÃO METABÓLICA,455
CEM0004,AS ORIGENS DO PENSAMENTO OCIDENTAL,650
CEM0005,METODOLOGIA E TÉCNICAS DE PESQUISA CIENTÍFICA,650
CEM0007,ARTE E MANIFESTAÇÕES CULTURAIS,650
CEM0008,"BENS COMUNS, DIREITOS DA NATUREZA E CONFLITOS NA AMAZÔNIA",650
CEM0009,GESTÃO E INOVAÇÃO DE PROCESSOS CRÍTICOS EM ORGANIZAÇÃO DE SERVIÇO,650
CEM0015,"UNIVERSIDADE, SOCIEDADE E ESTADO",650
CEM0018,LAYA YOGA,650
CEM0021,DIVERSIDADE SEXUAL E DE GÊNERO E POLÍTICAS PÚBLICAS,650
CEM0022,ESTUDOS AMAZÔNICOS,650
CEM0023,APRENDIZAGEM E DESENVOLVIMENTO MOTOR HUMANO 2,650
CEM0030,MÓDULO 1,650
CEM0031,Módulo 2,650
CEM0032,Módulo 3: Metodologia de Pesquisa: Ação-Reflexão-Ação,650
CEM0033,Módulo 4,650
CEM0034,Módulo 5,650
CEM0035,Módulo 6,650
CEM0043,CULTURA PODER E RELAÇÕES RACIAIS,650
CEM0047,TÓPICOS ESPECIAIS SOBRE A AMAZÔNIA,650
CEM0051,PROMOÇÃO DA SAÚDE 3,650
CEM0054,INTRODUÇÃO A GESTÃO AMBIENTAL,650
CEM0056,PROCESSOS SÓCIO-HISTÓRICO CUBANO E CONTEXTO ATUAL,650
CEM0058,DIREITOS DA CRIANCA E DO ADOLESCENTE,650
CEM0063,"VIOLÊNCIA, SEGURANÇA E CIDADANIA",650
CEM0067,MULTICULTURALISMO E BUDISMO NA CONTEMPORANEIDADE,650
CEM0068,INTRODUÇÃO À GERONTOLOGIA,650
CEM0077,"DISCURSO, GENERO, SOCIAL E LETRAMENTO",650
CEM0083,INTEGRAÇÃO NO MERCOSUL,650
CEM0088,CIÊNCIA E TECNOLOGIA PARA O DESENVOLVIMENTO SUSTENTÁVEL 1,650
CEM0097,DIREITOS HUMANOS E CIDADANIA,650
CEM0110,AGRICULTURA ALTERNATIVA,650
CEM0116,SAÚDE INTERNACIONAL,650
CEM0117,PENSAMENTO LGBT BRASILEIRO,650
CEM0123,DECOLONIALIDADE E A MATRIZ PUNITIVA IBERO-AMERICANA,650
CEM0125,"HISTÓRIA E CINEMA: PERSPECTIVAS DOS FEMINISMOS NEGROS, DECOLONIAIS E INTERSECCIONAIS",650
CEM0126,DIREITOS HUMANOS,650
CEM0129,"ESTUDOS DISCURSIVOS CRÍTICOS, CORPOS E INTERSECCIONALIDADES",650
CEM0131,"RAÇA, CIÊNCIA E SAÚDE DA POPULAÇÃO NEGRA",650
CEM0132,EXPERIÊNCIAS HISTÓRICAS DE REFORMA AGRÁRIA NO MUNDO,650
CEM0133,MULHERES INSPIRADORAS: PERSPECTIVAS CRÍTICAS PARA A EDUCAÇÃO EM DIREITOS HUMANOS,650
CEM0134,EDUCAÇÃO E DESIGUALDADES SOCIAIS,650
CEM0135,RELIGIÃO E POLÍTICA NA AMÉRICA LATINA,650
CEM0136,A ORIGEM DA VIDA,650
CEM0137,HÁBITOS DE INOVAÇÃO SUSTENTÁVEL,650
CEM0138,INTRODUÇÃO A ANÁLISE DE CICLO DE VIDA,650
CEM0139,TERAPIA TRANSESSENCIAL COMO PRÁTICA MULTIDISCIPLINAR NO CUIDADO À SAÚDE: BASES E PRINCÍPIOS CIENTÍFICOS E FILOSÓFICOS,650
CEM0239,INTRODUÇÃO À HISTÓRIA DO PENSAMENTO ITALIANO,650
CEM1102,FUNDAMENTOS DO BUDISMO ORIGINAL,650
CEN0005,DIPLOMAÇÃO EM INTERPRETAÇÃO TEATRAL,492
CEN0006,PROJETO EM INTERPRETAÇÃO TEATRAL,492
CEN0007,LABORATÓRIO DE CRIAÇÃO CÊNICO-MUSICAL,492
CEN0008,CORPOREIDADES BRASILEIRAS,492
CEN0010,FUNDAMENTOS DA LICENCIATURA EM ARTES CÊNICAS,492
CEN0011,POLÍTICAS PÚBLICAS E GESTÃO EM ARTE EDUCAÇÃO,492
CEN0012,PEDAGOGIA DO TEATRO E DIVERSIDADE,492
CEN0015,PRÁTICA DOCENTE EM CONTAÇÃO DE HISTÓRIAS,492
CEN0016,PRÁTICA DOCENTE EM JOGOS PARA A CENA,492
CEN0019,PRÁTICA DOCENTE EM TEATRO DO OPRIMIDO,492
CEN0021,PRÁTICA DOCENTE EM DANÇA,492
CEN0022,PRÁTICA DOCENTE EM HISTÓRIA DO TEATRO E LITERATURA DRAMÁTICA,492
CEN0023,PRÁTICA DOCENTE EM TEATRO DE FORMAS ANIMADAS,492
CEN0029,PRÁTICA DE MONTAGEM EM EDUCAÇÃO,492
CEN0042,DIRECAO 1,492
CEN0053,TECNICAS EXPERIMENTAIS DE ARTES CENICAS 1,492
CEN0055,TECNICAS EXPERIMENTAIS DE ARTES CENICAS 2,492
CEN0115,SONOPLASTIA 1,492
CEN0135,FUNDAMENTOS DA EDUCAÇÃO ARTÍSTICA,492
CEN0164,POÉTICAS TEATRAIS,492
CEN0165,TEORIAS E PROCESSOS CRIATIVOS PARA A CENA,492
CEN0166,TEATRALIDADES BRASILEIRAS,492
CEN0167,A VOZ EM PERFORMANCE,492
CEN0168,A PALAVRA EM PERFORMANCE,492
CEN0169,VOZ E PALAVRA NA PERFORMANCE TEATRAL CONTEMPORANEA 1,492
CEN0171,INTERPRETAÇÃO TEATRAL 1,492
CEN0172,INTERPRETAÇÃO TEATRAL 2,492
CEN0173,INTERPRETAÇÃO TEATRAL 3,492
CEN0174,INTERPRETAÇÃO TEATRAL 4,492
CEN0175,PRÁTICA DE MONTAGEM,492
CEN0176,INTERPRETAÇÃO E MONTAGEM,492
CEN0177,MOVIMENTO E LINGUAGEM 1,492
CEN0178,MOVIMENTO E LINGUAGEM 2,492
CEN0179,MOVIMENTO E LINGUAGEM 3,492
CEN0182,ENCENAÇÃO TEATRAL 1,492
CEN0183,ENCENAÇÃO TEATRAL 2,492
CEN0184,ENCENAÇÃO TEATRAL 3,492
CEN0185,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS,492
CEN0189,METODOLOGIA DO ENSINO DO TEATRO 1,492
CEN0190,METODOLOGIA DO ENSINO DO TEATRO 2,492
CEN0191,METODOLOGIA DE PESQUISA EM ARTES CÊNICAS E EDUCAÇÃO,492
CEN0199,LABORATÓRIO DE TEATRO,492
CEN0253,ESTÁGIO CURRICULAR SUPERVISIONADO DE OBSERVAÇÃO EM ARTES CÊNICAS,492
CEN0254,ESTÁGIO CURRICULAR SUPERVISIONADO EM ARTES CÊNICAS NO ENSINO FUNDAMENTAL,492
CEN0255,ESTÁGIO CURRICULAR SUPERVISIONADO EM ARTES CÊNICAS NO ENSINO MÉDIO,492
CEN0256,ESTÁGIO CURR SUPERVISIONADO EM ARTES CÊNICAS EM ESPAÇOS ALTERNATIVOS,492
CEN0260,ESTÁGIO SUPERVISIONADO EM ARTES CÊNICAS 1,492
CEN0261,ESTÁGIO SUPERVISIONADO EM ARTES CÊNICAS 2,492
CEN0265,PRÁTICA DOCENTE EM INTERDISCIPLINARIDADES E HIBRIDISMOS ARTÍSTICOS,492
CEN0275,PRÁTICA DOCENTE EM TEATRO DE FORMAS ANIMADAS 2 – TEATRO DE BONECOS,492
CEN0289,PRÁTICA DOCENTE EM TEATRO DE FORMAS ANIMADAS 3 – TEATRO DE SOMBRAS,492
CER0002,TÓPICOS EM ESTUDOS DO CERRADO 2,677
CET0001,PLANEJAMENTO E GESTÃO EM TURISMO 1,314
CET0002,LEGISLAÇÃO TURÍSTICA,314
CET0005,PLANEJAMENTO E GESTÃO EM TURISMO 2,314
CET0006,FUNDAMENTOS DE ESTATÍSTICA APLICADO AO TURISMO,314
CET0007,PROJETO INTEGRADOR EM TURISMO 3,314
CET0012,ENOTURISMO,314
CET0013,PESQUISA EM TURISMO,314
CET0014,ESTRUTURAÇÃO E PROMOÇÃO DE DESTINOS,314
CET0015,SEMINÁRIOS EM TURISMO 3,314
CET0018,TURISMO RURAL,314
CET0022,ELABORAÇAO DE PROJETOS EM TURISMO,314
CET0032,SEMINÁRIOS EM TURISMO 4,314
CET0035,SEMINÁRIOS EM TURISMO 5,314
CET0036,SEMINÁRIOS EM TURISMO 6,314
CET0037,SEMINÁRIOS EM TURISMO 7,314
CET0038,ESTUDO DO TURISMO 1,314
CET0039,SUSTENTABILIDADE ÉTICA E TURISMO,314
CET0040,ESTUDO DO TURISMO 2,314
CET0041,CONSTRUÇÃO DO CONHECIMENTO CIENTÍFICO,314
CET0042,PROJETO INTEGRADOR EM TURISMO 1,314
CET0043,ESTUDO DO TURISMO 3,314
CET0044,COMUNICAÇÃO NO TURISMO,314
CET0045,ESTRUTURAS DE SUPORTE AO TURISMO,314
CET0046,SEMINÁRIOS EM TURISMO 1,314
CET0050,EQUIPAMENTOS E SERVIÇOS TURÍSTICOS,314
CET0051,EQUIPAMENTOS E SERVIÇOS TURÍSTICOS,314
CET0052,EQUIPAMENTOS E SERVIÇOS TURISTICOS-AGENCIAMENTO OPERAÇÃO E TRANSPORTE,314
CET0053,EQUIPAMENTOS E SERVIÇOS TURÍSTICOS,314
CET0054,EQUIPAMENTOS E SERVIÇOS TURÍSTICOS,314
CET0055,PROJETO INTEGRADOR EM TURISMO 2,314
CET0090,TRABALHO E EMPREGO NO TURISMO,314
CET0091,ESCRIVIVENDO PELO E COM O TURISMO,314
CFS0001,PRINCÍPIOS EM FARMACOLOGIA,455
CFS0003,PESQUISA EM REPRODUÇÃO ANIMAL,455
CFS0005,PESQUISA EM METABOLISMO ENERGÉTICO DE VERTEBRADOS,455
CFS0021,ANATOMIA ANIMAL,455
CFS0030,PESQUISA EM NEUROBIOLOGIA,455
CFS0034,BIOLOGIA DE ANFIBIOS,455
CFS0037,ELEMENTOS DE FISIOLOGIA 1,455
CFS0039,ELEMENTOS DE FISIOLOGIA 2,455
CFS0047,PESQUISA EM TOXINOLOGIA,455
CFS0048,FISIOLOGIA ANIMAL 1,455
CFS0049,FISIOLOGIA ANIMAL 2,455
CFS0052,BASES BIOLÓGICAS DA REPRODUÇÃO EM MAMÍFEROS,455
CFS0054,PRINCÍPIOS DE ELETROFISIOLOGIA,455
CFS0055,FISIOLOGIA,455
CFS0057,NEUROCIÊNCIA DA MÚSICA E SAÚDE,466
CFS0059,CIÊNCIA E EXPERIMENTAÇÃO DE ANIMAIS DE LABORATÓRIO,455
CFS0085,DELINEAMENTO E ANÁLISE EXPERIMENTAL AVANÇADO,466
CFS0086,TÓPICOS EM NEUROCIÊNCIAS,466
CIC0002,FUNDAMENTOS TEÓRICOS DA COMPUTAÇÃO,508
CIC0003,INTRODUÇÃO AOS SISTEMAS COMPUTACIONAIS,508
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,508
CIC0005,FORMAÇÃO DOCENTE EM COMPUTAÇÃO,508
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,508
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,508
CIC0090,ESTRUTURAS DE DADOS,508
CIC0093,LINGUAGENS DE PROGRAMACAO,508
CIC0095,TEORIA DA COMPUTACAO,508
CIC0097,BANCOS DE DADOS,508
CIC0099,ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES,508
CIC0101,SISTEMAS DE INFORMACAO,508
CIC0104,SOFTWARE BASICO,508
CIC0105,ENGENHARIA DE SOFTWARE,508
CIC0108,SISTEMAS OPERACIONAIS,508
CIC0121,ARQUITETURAS AVANCADAS,508
CIC0124,REDES DE COMPUTADORES,508
CIC0130,INTRODUÇÃO AOS SISTEMAS EMBARCADOS,508
CIC0133,PROGRAMACAO FUNCIONAL,508
CIC0135,INTRODUCAO A INTELIGENCIA ARTIFICIAL,508
CIC0142,INFORMATICA E SOCIEDADE,508
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,508
CIC0152,INTRODUCAO A MICROINFORMATICA,508
CIC0155,TEORIA E PRATICA PEDAGOGICA EM INFORMATICA 1,508
CIC0156,TEORIA E PRATICA PEDAGOGICA EM INFORMATICA 2,508
CIC0157,PROJETO DE LICENCIATURA,508
CIC0158,INFORMATICA APLICADA A EDUCACAO,508
CIC0161,AUTÔMATOS E COMPUTABILIDADE,508
CIC0169,PROGRAMAÇÃO COMPETITIVA,508
CIC0176,INTRODUCAO AO PROCESSAMENTO DE IMAGENS,508
CIC0177,ARQUITETURA DE PROCESSADORES DIGITAIS,508
CIC0182,LÓGICA COMPUTACIONAL 1,508
CIC0186,SISTEMAS DIGITAIS INTEGRADOS,508
CIC0188,INTRODUÇÃO À ENGENHARIA DE COMPUTAÇÃO,508
CIC0189,PROJETO E ANÁLISE DE ALGORITMOS,508
CIC0191,INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS,508
CIC0193,FUNDAMENTOS DE SISTEMAS INTELIGENTES,508
CIC0196,PROCESSAMENTO DE SINAIS MULTIMÍDIA,508
CIC0197,TECNICAS DE PROGRAMAÇÃO 1,508
CIC0198,TECNICAS DE PROGRAMAÇÃO 2,508
CIC0199,TEORIA E APLICAÇÃO DE GRAFOS,508
CIC0200,METODOLOGIA CIENTÍFICA,508
CIC0201,SEGURANÇA COMPUTACIONAL,508
CIC0202,PROGRAMAÇÃO CONCORRENTE,508
CIC0203,COMPUTAÇÃO EXPERIMENTAL,508
CIC0204,COMPILADORES,508
CIC0205,FUNDAMENTOS DE SISTEMAS OPERACIONAIS,508
CIC0206,MÉTODOS DE PESQUISA NA LICENCIATURA EM COMPUTAÇÃO,508
